DATE,UNRATE,USREC,UMCSENT,CPILFESL,INDPRO,M0892AUSM156SNBR
1919-01-01,,1,,,4.8739,
1919-02-01,,1,,,4.6585,
1919-03-01,,1,,,4.5238,
1919-04-01,,0,,,4.6046,
1919-05-01,,0,,,4.6315,
1919-06-01,,0,,,4.9277,
1919-07-01,,0,,,5.2239,
1919-08-01,,0,,,5.3047,
1919-09-01,,0,,,5.197,
1919-10-01,,0,,,5.1432,
1919-11-01,,0,,,5.0624,
1919-12-01,,0,,,5.1432,
1920-01-01,,0,,,5.6279,
1920-02-01,,1,,,5.6279,
1920-03-01,,1,,,5.5201,
1920-04-01,,1,,,5.2239,
1920-05-01,,1,,,5.3586,
1920-06-01,,1,,,5.4124,
1920-07-01,,1,,,5.2778,
1920-08-01,,1,,,5.3047,
1920-09-01,,1,,,5.1162,
1920-10-01,,1,,,4.9008,
1920-11-01,,1,,,4.4969,
1920-12-01,,1,,,4.2276,
1921-01-01,,1,,,3.9853,
1921-02-01,,1,,,3.9045,
1921-03-01,,1,,,3.7968,
1921-04-01,,1,,,3.7968,
1921-05-01,,1,,,3.9045,
1921-06-01,,1,,,3.8776,
1921-07-01,,1,,,3.8506,
1921-08-01,,0,,,3.9853,
1921-09-01,,0,,,4.0122,
1921-10-01,,0,,,4.2545,
1921-11-01,,0,,,4.2007,
1921-12-01,,0,,,4.1738,
1922-01-01,,0,,,4.3353,
1922-02-01,,0,,,4.5238,
1922-03-01,,0,,,4.7662,
1922-04-01,,0,,,4.6046,
1922-05-01,,0,,,4.847,
1922-06-01,,0,,,5.0893,
1922-07-01,,0,,,5.0893,
1922-08-01,,0,,,4.9816,
1922-09-01,,0,,,5.2509,
1922-10-01,,0,,,5.5471,
1922-11-01,,0,,,5.7894,
1922-12-01,,0,,,5.951,
1923-01-01,,0,,,5.8163,
1923-02-01,,0,,,5.8971,
1923-03-01,,0,,,6.0856,
1923-04-01,,0,,,6.2203,
1923-05-01,,0,,,6.301,
1923-06-01,,1,,,6.2472,
1923-07-01,,1,,,6.1933,
1923-08-01,,1,,,6.0856,
1923-09-01,,1,,,5.951,
1923-10-01,,1,,,5.9241,
1923-11-01,,1,,,5.9241,
1923-12-01,,1,,,5.7894,
1924-01-01,,1,,,5.924,
1924-02-01,,1,,,6.0318,
1924-03-01,,1,,,5.9241,
1924-04-01,,1,,,5.7356,
1924-05-01,,1,,,5.4932,
1924-06-01,,1,,,5.2509,
1924-07-01,,1,,,5.1701,
1924-08-01,,0,,,5.3586,
1924-09-01,,0,,,5.5471,
1924-10-01,,0,,,5.6817,
1924-11-01,,0,,,5.7894,
1924-12-01,,0,,,5.951,
1925-01-01,,0,,,6.1395,
1925-02-01,,0,,,6.1395,
1925-03-01,,0,,,6.1395,
1925-04-01,,0,,,6.1933,
1925-05-01,,0,,,6.1664,
1925-06-01,,0,,,6.1125,
1925-07-01,,0,,,6.2741,
1925-08-01,,0,,,6.1664,
1925-09-01,,0,,,6.0856,
1925-10-01,,0,,,6.328,
1925-11-01,,0,,,6.4626,
1925-12-01,,0,,,6.5434,
1926-01-01,,0,,,6.4357,
1926-02-01,,0,,,6.4357,
1926-03-01,,0,,,6.5165,
1926-04-01,,0,,,6.5165,
1926-05-01,,0,,,6.4626,
1926-06-01,,0,,,6.5434,
1926-07-01,,0,,,6.5703,
1926-08-01,,0,,,6.6511,
1926-09-01,,0,,,6.7588,
1926-10-01,,0,,,6.7588,
1926-11-01,,1,,,6.7319,
1926-12-01,,1,,,6.705,
1927-01-01,,1,,,6.678,
1927-02-01,,1,,,6.7319,
1927-03-01,,1,,,6.8127,
1927-04-01,,1,,,6.6511,
1927-05-01,,1,,,6.705,
1927-06-01,,1,,,6.678,
1927-07-01,,1,,,6.5972,
1927-08-01,,1,,,6.5972,
1927-09-01,,1,,,6.4895,
1927-10-01,,1,,,6.3549,
1927-11-01,,1,,,6.3549,
1927-12-01,,0,,,6.3818,
1928-01-01,,0,,,6.5165,
1928-02-01,,0,,,6.5703,
1928-03-01,,0,,,6.6242,
1928-04-01,,0,,,6.5972,
1928-05-01,,0,,,6.678,
1928-06-01,,0,,,6.7319,
1928-07-01,,0,,,6.8127,
1928-08-01,,0,,,6.9473,
1928-09-01,,0,,,7.0012,
1928-10-01,,0,,,7.1358,
1928-11-01,,0,,,7.2704,
1928-12-01,,0,,,7.4051,
1929-01-01,,0,,,7.5128,
1929-02-01,,0,,,7.4858,
1929-03-01,,0,,,7.5128,
1929-04-01,,0,,,7.6474,0.69
1929-05-01,,0,,,7.7821,1.65
1929-06-01,,0,,,7.8359,2.06
1929-07-01,,0,,,7.9436,0.79
1929-08-01,,0,,,7.8628,0.04
1929-09-01,,1,,,7.809,0.91
1929-10-01,,1,,,7.6743,2.31
1929-11-01,,1,,,7.2974,1.89
1929-12-01,,1,,,6.9742,2.08
1930-01-01,,1,,,6.9742,2.21
1930-02-01,,1,,,6.9473,3.12
1930-03-01,,1,,,6.8396,3.63
1930-04-01,,1,,,6.7857,3.6
1930-05-01,,1,,,6.678,3.39
1930-06-01,,1,,,6.4895,3.77
1930-07-01,,1,,,6.1933,5.02
1930-08-01,,1,,,6.0587,6.64
1930-09-01,,1,,,5.951,7.79
1930-10-01,,1,,,5.7894,9.01
1930-11-01,,1,,,5.6548,10.78
1930-12-01,,1,,,5.5201,11.89
1931-01-01,,1,,,5.4932,11.18
1931-02-01,,1,,,5.5201,11.67
1931-03-01,,1,,,5.6279,11.78
1931-04-01,,1,,,5.6548,11.94
1931-05-01,,1,,,5.574,12.3
1931-06-01,,1,,,5.4394,13.02
1931-07-01,,1,,,5.3586,13.84
1931-08-01,,1,,,5.1701,15.01
1931-09-01,,1,,,4.9277,15.83
1931-10-01,,1,,,4.7392,16.75
1931-11-01,,1,,,4.6854,17.95
1931-12-01,,1,,,4.6585,19.1
1932-01-01,,1,,,4.5238,18.04
1932-02-01,,1,,,4.4161,18.66
1932-03-01,,1,,,4.3623,19.78
1932-04-01,,1,,,4.0661,21.03
1932-05-01,,1,,,3.9314,22.34
1932-06-01,,1,,,3.7968,23.72
1932-07-01,,1,,,3.6891,24.54
1932-08-01,,1,,,3.7968,25.02
1932-09-01,,1,,,4.0391,24.85
1932-10-01,,1,,,4.1738,24.82
1932-11-01,,1,,,4.1738,24.67
1932-12-01,,1,,,4.093,25.2
1933-01-01,,1,,,4.0122,23.72
1933-02-01,,1,,,4.0391,24.03
1933-03-01,,1,,,3.7968,25.36
1933-04-01,,0,,,4.0661,25.49
1933-05-01,,0,,,4.7392,25.59
1933-06-01,,0,,,5.4663,25.04
1933-07-01,,0,,,5.9779,23.84
1933-08-01,,0,,,5.7356,22.45
1933-09-01,,0,,,5.4124,21.48
1933-10-01,,0,,,5.1432,21.26
1933-11-01,,0,,,4.847,21.29
1933-12-01,,0,,,4.8739,21.07
1934-01-01,,0,,,5.0354,18.8
1934-02-01,,0,,,5.2778,17.9
1934-03-01,,0,,,5.5201,16.81
1934-04-01,,0,,,5.5201,16.64
1934-05-01,,0,,,5.6278,16.96
1934-06-01,,0,,,5.5201,17.69
1934-07-01,,0,,,5.1432,18.79
1934-08-01,,0,,,5.0893,20.27
1934-09-01,,0,,,4.7931,21.51
1934-10-01,,0,,,5.0085,21.54
1934-11-01,,0,,,5.0624,21.41
1934-12-01,,0,,,5.3855,20.44
1935-01-01,,0,,,5.8163,17.88
1935-02-01,,0,,,5.9241,17.5
1935-03-01,,0,,,5.8971,17.54
1935-04-01,,0,,,5.7894,17.55
1935-05-01,,0,,,5.7894,17.77
1935-06-01,,0,,,5.8702,18.14
1935-07-01,,0,,,5.8702,17.72
1935-08-01,,0,,,6.0856,17.77
1935-09-01,,0,,,6.2472,18.41
1935-10-01,,0,,,6.4357,17.45
1935-11-01,,0,,,6.5703,16.8
1935-12-01,,0,,,6.6511,16.44
1936-01-01,,0,,,6.5434,14.96
1936-02-01,,0,,,6.3818,15.1
1936-03-01,,0,,,6.4626,14.86
1936-04-01,,0,,,6.8665,15.57
1936-05-01,,0,,,7.0012,14.67
1936-06-01,,0,,,7.1358,14.85
1936-07-01,,0,,,7.2704,14.25
1936-08-01,,0,,,7.3781,13.46
1936-09-01,,0,,,7.5128,13.31
1936-10-01,,0,,,7.6205,13.81
1936-11-01,,0,,,7.8359,13.24
1936-12-01,,0,,,8.0783,12.78
1937-01-01,,0,,,8.0513,12.11
1937-02-01,,0,,,8.159,11.99
1937-03-01,,0,,,8.3475,11.73
1937-04-01,,0,,,8.3475,11.85
1937-05-01,,0,,,8.3745,11.23
1937-06-01,,1,,,8.2667,11.5
1937-07-01,,1,,,8.3206,10.97
1937-08-01,,1,,,8.2667,11.14
1937-09-01,,1,,,7.9975,11.63
1937-10-01,,1,,,7.4051,12.19
1937-11-01,,1,,,6.678,13.7
1937-12-01,,1,,,6.0856,15.91
1938-01-01,,1,,,5.951,16.88
1938-02-01,,1,,,5.8971,17.88
1938-03-01,,1,,,5.8971,18.49
1938-04-01,,1,,,5.7894,18.96
1938-05-01,,1,,,5.6548,19.74
1938-06-01,,1,,,5.7086,20.0
1938-07-01,,0,,,6.0318,19.58
1938-08-01,,0,,,6.3549,19.18
1938-09-01,,0,,,6.5434,18.6
1938-10-01,,0,,,6.705,18.22
1938-11-01,,0,,,6.9742,17.14
1938-12-01,,0,,,7.055,16.36
1939-01-01,,0,,,7.055,17.61
1939-02-01,,0,,,7.1089,17.43
1939-03-01,,0,,,7.1358,17.19
1939-04-01,,0,,,7.1089,17.39
1939-05-01,,0,,,7.0819,16.9
1939-06-01,,0,,,7.2435,16.29
1939-07-01,,0,,,7.4589,16.18
1939-08-01,,0,,,7.5666,15.79
1939-09-01,,0,,,8.0244,15.22
1939-10-01,,0,,,8.4283,15.48
1939-11-01,,0,,,8.6437,15.49
1939-12-01,,0,,,8.6437,15.19
1940-01-01,,0,,,8.536,15.53
1940-02-01,,0,,,8.2667,15.67
1940-03-01,,0,,,8.0783,15.66
1940-04-01,,0,,,8.2398,16.0
1940-05-01,,0,,,8.4822,15.57
1940-06-01,,0,,,8.7514,14.96
1940-07-01,,0,,,8.8592,14.24
1940-08-01,,0,,,8.913,13.35
1940-09-01,,0,,,9.1015,12.55
1940-10-01,,0,,,9.2361,12.26
1940-11-01,,0,,,9.4516,11.65
1940-12-01,,0,,,9.7747,10.85
1941-01-01,,0,,,10.017,10.49
1941-02-01,,0,,,10.3132,9.64
1941-03-01,,0,,,10.6364,9.1
1941-04-01,,0,,,10.6633,7.98
1941-05-01,,0,,,11.148,6.84
1941-06-01,,0,,,11.2288,5.66
1941-07-01,,0,,,11.3634,3.88
1941-08-01,,0,,,11.4981,3.36
1941-09-01,,0,,,11.4981,3.43
1941-10-01,,0,,,11.6058,4.13
1941-11-01,,0,,,11.6596,3.93
1941-12-01,,0,,,11.8481,3.58
1942-01-01,,0,,,12.0905,3.72
1942-02-01,,0,,,12.3059,3.56
1942-03-01,,0,,,12.4405,3.22
1942-04-01,,0,,,12.0905,2.33
1942-05-01,,0,,,12.1174,1.22
1942-06-01,,0,,,12.1443,0.24
1942-07-01,,0,,,12.4405,
1942-08-01,,0,,,12.8175,
1942-09-01,,0,,,13.1137,
1942-10-01,,0,,,13.5445,
1942-11-01,,0,,,13.8677,
1942-12-01,,0,,,14.1908,
1943-01-01,,0,,,14.3255,
1943-02-01,,0,,,14.7024,
1943-03-01,,0,,,14.8102,
1943-04-01,,0,,,14.9986,
1943-05-01,,0,,,15.1063,
1943-06-01,,0,,,15.0256,
1943-07-01,,0,,,15.4833,
1943-08-01,,0,,,15.8064,
1943-09-01,,0,,,16.2104,
1943-10-01,,0,,,16.4527,
1943-11-01,,0,,,16.6681,
1943-12-01,,0,,,16.4527,
1944-01-01,,0,,,16.6412,
1944-02-01,,0,,,16.7758,
1944-03-01,,0,,,16.7489,
1944-04-01,,0,,,16.7489,
1944-05-01,,0,,,16.6412,
1944-06-01,,0,,,16.5874,
1944-07-01,,0,,,16.5604,
1944-08-01,,0,,,16.7758,
1944-09-01,,0,,,16.6681,
1944-10-01,,0,,,16.722,
1944-11-01,,0,,,16.5873,
1944-12-01,,0,,,16.5335,
1945-01-01,,0,,,16.3719,
1945-02-01,,0,,,16.3181,
1945-03-01,,1,,,16.2104,
1945-04-01,,1,,,15.9142,
1945-05-01,,1,,,15.4833,
1945-06-01,,1,,,15.1333,
1945-07-01,,1,,,14.7832,
1945-08-01,,1,,,13.2483,
1945-09-01,,1,,,12.0635,
1945-10-01,,1,,,11.5788,
1945-11-01,,0,,,12.0097,
1945-12-01,,0,,,12.0635,
1946-01-01,,0,,,11.3903,
1946-02-01,,0,,,10.8249,
1946-03-01,,0,,,11.9558,
1946-04-01,,0,,,11.7404,
1946-05-01,,0,,,11.3096,
1946-06-01,,0,,,12.0097,
1946-07-01,,0,,,12.4136,
1946-08-01,,0,,,12.8714,
1946-09-01,,0,,,13.1137,
1946-10-01,,0,,,13.356,
1946-11-01,,0,,,13.4368,
1946-12-01,,0,,,13.5176,
1947-01-01,,0,,,13.6792,
1947-02-01,,0,,,13.76,
1947-03-01,,0,,,13.8407,
1947-04-01,,0,,,13.733,
1947-05-01,,0,,,13.7869,
1947-06-01,,0,,,13.7869,
1947-07-01,,0,,,13.7061,
1947-08-01,,0,,,13.7869,
1947-09-01,,0,,,13.8946,
1947-10-01,,0,,,14.0292,
1947-11-01,,0,,,14.2177,
1947-12-01,,0,,,14.2716,
1948-01-01,3.4,0,,,14.3524,
1948-02-01,3.8,0,,,14.3793,
1948-03-01,4.0,0,,,14.2177,
1948-04-01,3.9,0,,,14.2447,
1948-05-01,3.5,0,,,14.487,
1948-06-01,3.6,0,,,14.6755,
1948-07-01,3.6,0,,,14.6755,
1948-08-01,3.9,0,,,14.6216,
1948-09-01,3.8,0,,,14.5139,
1948-10-01,3.7,0,,,14.6217,
1948-11-01,3.8,0,,,14.4332,
1948-12-01,4.0,1,,,14.2985,
1949-01-01,4.3,1,,,14.1639,
1949-02-01,4.7,1,,,14.0292,
1949-03-01,5.0,1,,,13.76,
1949-04-01,5.3,1,,,13.6792,
1949-05-01,6.1,1,,,13.4907,
1949-06-01,6.2,1,,,13.4638,
1949-07-01,6.7,1,,,13.4368,
1949-08-01,6.8,1,,,13.5715,
1949-09-01,6.6,1,,,13.7061,
1949-10-01,7.9,1,,,13.1945,
1949-11-01,6.4,0,,,13.5446,
1949-12-01,6.6,0,,,13.7869,
1950-01-01,6.5,0,,,14.0292,
1950-02-01,6.4,0,,,14.0831,
1950-03-01,6.3,0,,,14.5409,
1950-04-01,5.8,0,,,15.0255,
1950-05-01,5.5,0,,,15.3756,
1950-06-01,5.4,0,,,15.8334,
1950-07-01,5.0,0,,,16.345,
1950-08-01,4.5,0,,,16.8566,
1950-09-01,4.4,0,,,16.7489,
1950-10-01,4.2,0,,,16.8566,
1950-11-01,4.2,0,,,16.8297,
1950-12-01,4.3,0,,,17.1259,
1951-01-01,3.7,0,,,17.1797,
1951-02-01,3.4,0,,,17.2875,
1951-03-01,3.4,0,,,17.3682,
1951-04-01,3.1,0,,,17.3952,
1951-05-01,3.0,0,,,17.3413,
1951-06-01,3.2,0,,,17.2605,
1951-07-01,3.1,0,,,16.9913,
1951-08-01,3.1,0,,,16.8297,
1951-09-01,3.3,0,,,16.9374,
1951-10-01,3.5,0,,,16.9105,
1951-11-01,3.5,0,,,17.0451,
1951-12-01,3.1,0,,,17.1528,
1952-01-01,3.2,0,,,17.3413,
1952-02-01,3.1,0,,,17.449,
1952-03-01,2.9,0,,,17.5029,
1952-04-01,2.9,0,,,17.3413,
1952-05-01,3.0,0,,,17.1798,
1952-06-01,3.0,0,,,17.0182,
1952-07-01,3.2,0,,,16.7489,
1952-08-01,3.4,0,,,17.826,
1952-09-01,3.1,0,,,18.4723,
1952-10-01,3.0,0,,,18.6608,
1952-11-01,2.8,0,86.2,,19.0378,
1952-12-01,2.7,0,,,19.1455,
1953-01-01,2.9,0,,,19.1993,
1953-02-01,2.6,0,90.7,,19.307,
1953-03-01,2.6,0,,,19.4686,
1953-04-01,2.7,0,,,19.5494,
1953-05-01,2.5,0,,,19.6571,
1953-06-01,2.5,0,,,19.5763,
1953-07-01,2.6,0,,,19.8187,
1953-08-01,2.7,1,80.8,,19.7109,
1953-09-01,2.9,1,,,19.307,
1953-10-01,3.1,1,,,19.1455,
1953-11-01,3.5,1,80.7,,18.6877,
1953-12-01,4.5,1,,,18.2299,
1954-01-01,4.9,1,,,18.0953,
1954-02-01,5.2,1,82.0,,18.1492,
1954-03-01,5.7,1,,,18.0414,
1954-04-01,5.9,1,,,17.9337,
1954-05-01,5.9,1,82.9,,18.0414,
1954-06-01,5.6,0,,,18.0953,
1954-07-01,5.8,0,,,18.1222,
1954-08-01,6.0,0,,,18.0953,
1954-09-01,6.1,0,,,18.1222,
1954-10-01,5.7,0,,,18.3377,
1954-11-01,5.3,0,87.0,,18.6338,
1954-12-01,5.0,0,,,18.8762,
1955-01-01,4.9,0,,,19.307,
1955-02-01,4.7,0,95.9,,19.5494,
1955-03-01,4.6,0,,,20.0071,
1955-04-01,4.7,0,,,20.2495,
1955-05-01,4.3,0,99.1,,20.5726,
1955-06-01,4.2,0,,,20.5996,
1955-07-01,4.0,0,,,20.7611,
1955-08-01,4.2,0,,,20.7342,
1955-09-01,4.1,0,,,20.8688,
1955-10-01,4.3,0,,,21.2189,
1955-11-01,4.2,0,99.7,,21.2727,
1955-12-01,4.2,0,,,21.3535,
1956-01-01,4.0,0,,,21.4882,
1956-02-01,3.9,0,,,21.2997,
1956-03-01,4.2,0,,,21.2997,
1956-04-01,4.0,0,,,21.4612,
1956-05-01,4.3,0,98.2,,21.2728,
1956-06-01,4.3,0,,,21.0843,
1956-07-01,4.4,0,,,20.438,
1956-08-01,4.1,0,99.9,,21.2727,
1956-09-01,3.9,0,,,21.7574,
1956-10-01,3.9,0,,,21.9459,
1956-11-01,4.3,0,100.2,,21.7574,
1956-12-01,4.2,0,,,22.0806,
1957-01-01,4.2,0,,28.5,21.9998,
1957-02-01,3.9,0,,28.6,22.2152,
1957-03-01,3.7,0,,28.7,22.1883,
1957-04-01,3.9,0,,28.8,21.8921,
1957-05-01,4.1,0,92.9,28.8,21.8113,
1957-06-01,4.3,0,,28.9,21.8652,
1957-07-01,4.2,0,,29.0,21.9998,
1957-08-01,4.1,0,,29.0,21.9998,
1957-09-01,4.4,1,,29.1,21.8113,
1957-10-01,4.5,1,,29.2,21.4882,
1957-11-01,5.1,1,83.7,29.3,20.9765,
1957-12-01,5.2,1,,29.3,20.5726,
1958-01-01,5.8,1,,29.3,20.1956,
1958-02-01,6.4,1,78.5,29.4,19.7648,
1958-03-01,6.7,1,,29.5,19.5225,
1958-04-01,7.4,1,,29.5,19.1993,
1958-05-01,7.4,0,80.9,29.5,19.3878,
1958-06-01,7.3,0,,29.6,19.8994,
1958-07-01,7.5,0,,29.6,20.1956,
1958-08-01,7.4,0,,29.6,20.5995,
1958-09-01,7.1,0,,29.7,20.7881,
1958-10-01,6.7,0,,29.7,21.0304,
1958-11-01,6.2,0,90.8,29.8,21.6497,
1958-12-01,6.2,0,,29.9,21.6767,
1959-01-01,6.0,0,,29.9,21.9998,
1959-02-01,5.9,0,,29.9,22.4306,
1959-03-01,5.6,0,,30.0,22.7538,
1959-04-01,5.2,0,,30.0,23.2384,
1959-05-01,5.1,0,95.3,30.1,23.5885,
1959-06-01,5.0,0,,30.2,23.6155,
1959-07-01,5.1,0,,30.2,23.05,
1959-08-01,5.2,0,,30.2,22.2691,
1959-09-01,5.5,0,,30.3,22.2421,
1959-10-01,5.7,0,,30.4,22.0806,
1959-11-01,5.8,0,93.8,30.4,22.2152,
1959-12-01,5.3,0,,30.5,23.5885,
1960-01-01,5.2,0,,30.5,24.2078,
1960-02-01,4.8,0,100.0,30.6,23.9924,
1960-03-01,5.4,0,,30.6,23.777,
1960-04-01,5.2,0,,30.6,23.5885,
1960-05-01,5.1,1,93.3,30.6,23.5616,
1960-06-01,5.4,1,,30.7,23.2654,
1960-07-01,5.5,1,,30.6,23.1846,
1960-08-01,5.6,1,97.2,30.6,23.1577,
1960-09-01,5.5,1,,30.6,22.9153,
1960-10-01,6.1,1,,30.8,22.8884,
1960-11-01,6.1,1,90.1,30.8,22.5653,
1960-12-01,6.6,1,,30.7,22.1344,
1961-01-01,6.6,1,,30.8,22.1613,
1961-02-01,6.9,1,91.6,30.8,22.1344,
1961-03-01,6.9,0,,30.9,22.2691,
1961-04-01,7.0,0,,30.9,22.7268,
1961-05-01,7.1,0,92.5,30.9,23.0769,
1961-06-01,6.9,0,,31.0,23.4,
1961-07-01,7.0,0,,31.0,23.6693,
1961-08-01,6.6,0,99.2,31.1,23.8847,
1961-09-01,6.7,0,,31.1,23.8578,
1961-10-01,6.5,0,,31.1,24.3156,
1961-11-01,6.1,0,93.0,31.2,24.6926,
1961-12-01,6.0,0,,31.2,24.908,
1962-01-01,5.8,0,,31.2,24.6925,
1962-02-01,5.5,0,99.9,31.2,25.0964,
1962-03-01,5.6,0,,31.3,25.2311,
1962-04-01,5.6,0,,31.3,25.285,
1962-05-01,5.5,0,95.4,31.4,25.258,
1962-06-01,5.5,0,,31.4,25.2042,
1962-07-01,5.4,0,,31.4,25.4465,
1962-08-01,5.7,0,91.6,31.5,25.4734,
1962-09-01,5.6,0,,31.5,25.635,
1962-10-01,5.4,0,,31.5,25.6619,
1962-11-01,5.7,0,95.0,31.5,25.7696,
1962-12-01,5.5,0,,31.6,25.7696,
1963-01-01,5.7,0,,31.5,25.9581,
1963-02-01,5.9,0,98.4,31.6,26.2544,
1963-03-01,5.7,0,,31.7,26.4159,
1963-04-01,5.7,0,,31.7,26.6582,
1963-05-01,5.9,0,91.7,31.7,26.9814,
1963-06-01,5.6,0,,31.8,27.0622,
1963-07-01,5.6,0,,31.8,26.9545,
1963-08-01,5.4,0,96.4,31.9,27.0083,
1963-09-01,5.5,0,,31.9,27.2776,
1963-10-01,5.5,0,,32.0,27.4661,
1963-11-01,5.7,0,94.4,32.0,27.6007,
1963-12-01,5.5,0,,32.1,27.5469,
1964-01-01,5.6,0,,32.2,27.7892,
1964-02-01,5.4,0,99.5,32.2,27.9777,
1964-03-01,5.4,0,,32.2,27.9777,
1964-04-01,5.3,0,,32.2,28.4355,
1964-05-01,5.1,0,98.5,32.2,28.597,
1964-06-01,5.2,0,,32.3,28.6778,
1964-07-01,4.9,0,,32.3,28.8663,
1964-08-01,5.0,0,100.6,32.3,29.0548,
1964-09-01,5.1,0,,32.3,29.1625,
1964-10-01,5.1,0,,32.4,28.7586,
1964-11-01,4.8,0,99.9,32.5,29.6472,
1964-12-01,5.0,0,,32.5,29.9973,
1965-01-01,4.9,0,,32.6,30.3204,
1965-02-01,5.1,0,102.0,32.6,30.5089,
1965-03-01,4.7,0,,32.6,30.9128,
1965-04-01,4.8,0,,32.7,31.0474,
1965-05-01,4.6,0,105.4,32.7,31.2898,
1965-06-01,4.6,0,,32.7,31.5321,
1965-07-01,4.4,0,,32.7,31.8283,
1965-08-01,4.4,0,103.4,32.7,31.963,
1965-09-01,4.3,0,,32.8,32.0438,
1965-10-01,4.2,0,,32.8,32.3669,
1965-11-01,4.1,0,102.9,32.9,32.5015,
1965-12-01,4.0,0,,33.0,32.9054,
1966-01-01,4.0,0,,33.0,33.2286,
1966-02-01,3.8,0,100.0,33.1,33.444,
1966-03-01,3.8,0,,33.1,33.9018,
1966-04-01,3.8,0,,33.3,33.9556,
1966-05-01,3.9,0,95.7,33.4,34.2787,
1966-06-01,3.8,0,,33.5,34.4403,
1966-07-01,3.8,0,,33.6,34.6288,
1966-08-01,3.8,0,91.2,33.7,34.6557,
1966-09-01,3.7,0,,33.8,34.9789,
1966-10-01,3.7,0,,34.0,35.2212,
1966-11-01,3.6,0,88.3,34.0,34.9788,
1966-12-01,3.8,0,,34.1,35.0596,
1967-01-01,3.9,0,,34.2,35.225,
1967-02-01,3.8,0,94.1,34.2,34.8255,
1967-03-01,3.8,0,,34.3,34.6292,
1967-04-01,3.8,0,,34.4,34.9558,
1967-05-01,3.8,0,95.9,34.5,34.6508,
1967-06-01,3.9,0,,34.6,34.6465,
1967-07-01,3.8,0,,34.7,34.5676,
1967-08-01,3.8,0,97.0,34.9,35.2299,
1967-09-01,3.8,0,,35.0,35.1727,
1967-10-01,4.0,0,,35.1,35.4591,
1967-11-01,3.9,0,92.9,35.2,35.9663,
1967-12-01,3.8,0,,35.4,36.3536,
1968-01-01,3.7,0,,35.5,36.3145,
1968-02-01,3.8,0,97.2,35.7,36.4446,
1968-03-01,3.7,0,,35.8,36.5584,
1968-04-01,3.5,0,,35.9,36.6113,
1968-05-01,3.5,0,92.4,36.0,37.022,
1968-06-01,3.7,0,,36.2,37.158,
1968-07-01,3.7,0,,36.4,37.101,
1968-08-01,3.5,0,92.4,36.5,37.2045,
1968-09-01,3.4,0,,36.7,37.3454,
1968-10-01,3.4,0,,36.9,37.4196,
1968-11-01,3.4,0,91.7,37.1,37.9036,
1968-12-01,3.4,0,,37.2,38.0233,
1969-01-01,3.4,0,,37.3,38.2533,
1969-02-01,3.4,0,98.2,37.6,38.4981,
1969-03-01,3.4,0,,37.8,38.8,
1969-04-01,3.4,0,,38.1,38.6573,
1969-05-01,3.4,0,91.5,38.1,38.5111,
1969-06-01,3.5,0,,38.3,38.8874,
1969-07-01,3.5,0,,38.5,39.0927,
1969-08-01,3.5,0,86.4,38.7,39.1825,
1969-09-01,3.7,0,,38.9,39.1737,
1969-10-01,3.7,0,,39.1,39.1852,
1969-11-01,3.5,0,79.7,39.2,38.8158,
